Author_id,Name
369,Dick Francis
370,Nora Roberts
371,Jean Marzollo
372,Walter Wick
373,Carol Devine Carson
374,Barbara Delinsky
375,P. D. James
376,Arthur W. Upfield
377,Christopher Rice
378,Rex Stout
379,Joan Anderson
380,Vance Havner
381,Warren W. Wiersbe
382,Max Lucado
383,Larry Crabb
384,Barry Neil Kaufman
385,Bob Sjogren
386,Frederick J. Moody
387,Neal Pirolo
388,William Sleator
389,Antoine De Saint-Exupery
390,Richard Bach
391,Kevin Sullivan
392,Michele Morgan
393,Scott Cunningham
394,David Allen Hulse
395,Richard Webster
396,Bernard King
397,Pat Hutchins
398,William Shakespeare
399,Roma Gill
400,Melissa Mcclone
401,Cheryl St. John
402,Lewis Carroll
403,Martin Gardner
404,Mark Twain
405,Mary Crow Dog
406,Richard Erdoes
407,Linda Gordon
408,Florence King
409,Alice Sebold
410,Spalding Gray
411,Thomas Harris
412,Edward Rutherfurd
413,Margaret Atwood
414,Dorothy Allison
415,Maya Angelou
416,Edith Wharton
417,Mary Brave Bird
418,John G. Neihardt
419,Vine Deloria Jr.
420,Roland Warren
421,Johnny Molloy
422,James Mccourt
423,Wayne Koestenbaum
424,Elizabeth Wurtzel
425,Bill Bradley
426,Don Miguel Ruiz
427,Paul Lester
428,Leo Tolstoy
429,Simon Nye
430,Robert A Johnson
431,Marc Gascoigne
432,Stephanie Maze
433,Sandra Dallas
434,Anne Mccaffrey
435,David Gemmell
436,Laura Zigman
437,Margaret Truman
438,Mark C. Young
439,Paula Danziger
440,Tony Ross
441,Richard A. Lupoff
442,Bruce Coville
443,Carrie A. Bebris
444,Ellen Carol Dubois
445,Candice F. Ransom
446,Sam Bobrick
447,Julie Stein
448,Price Stern Sloan
449,Anna
450,And Vogel
451,Malvina (Editor) Sewell
452,Marian Leighton
453,Donna K. Grosvenor
454,James L. Stanfield
455,Mary Wollstonecraft Shelley
456,D. J. Arneson
457,Eva Clif
458,Valerie Block
459,Luanne Rice
460,Ellen Gilchrist
461,Tim Gautreaux
462,Richard Russo
463,Jostein Gaarder
464,Anna Quindlen
465,Diane Johnson
466,Wally Lamb
467,Adeline Yen Mah
468,Barbara Ehrenreich
469,Dorothy Dunnett
470,John Lecarre
471,Singer Media Corporation
472,Emily Dickinson
473,Hazel Harrison
474,Joseph Girzone
475,Joseph F. Girzone
476,Lorraine Anderson
477,Ad Hudler
478,Josephine Carlton
479,Ted L. Nancy
480,Jerry Seinfeld
481,Francis Wheen
482,Ellen Rimbauer
483,Joyce Reardon
484,Steven Rimbauer
485,Sidney Sheldon
486,Christopher Moore
487,Pamela Johnson
488,Robert Lacey
489,Tim Dorsey
490,Jodi Compton
491,Elmore Leonard
492,Lynn Coady
493,John Lawton
494,Eileen Yin-Fei Lo
495,Tilden Edwards
496,Vikram Seth
497,Elizabeth Gaskell
498,Elizabeth Porges Watson
499,Anita Diamant
500,Lauren Haney
501,Gerald Stern
502,Martha Grimes
503,Henry James
504,Sarah Orne Jewett
505,William Carlos Williams
506,Rh Value Publishing
507,Harry Kemelman
508,Mil Millington
509,Suzanne G. Farnham
510,Joseph P. Gill
511,R. Taylor Mclean
512,Czeslaw Milosz
513,Margaret Guenther
514,Roberto Juarroz
515,Mary Crow
516,Hans Kmoch
517,Barnie F. Winkelman
518,Emma Mclaughlin
519,Nicola Kraus
520,Paul Jennings
521,Mark E. Neely Jr.
522,Stephen J. Weininger
523,Frank R. Stermitz
524,Larry Katzenstein
525,David Steinman
526,Alfie Kohn
527,Paula Polk Lillard
528,David Lewis
529,Billie Livingston
530,Adele Lang
531,Jen Banbury
532,Patricia Daniels Cornwell
533,Catherine Coulter
534,Dominick Dunne
535,Clive Cussler
536,John Pascal
537,Carl Hiaasen
538,Diane Stevenson
539,Jonathan Safran Foer
540,Francesca Marciano
541,Julia Glass
542,Tawni O'Dell
543,Jennifer Weiner
544,Danielle Steel
545,Leon Hale
546,Russell Banks
547,Samuel Taylor Coleridge
548,Bradley P Warshauer
549,Bradley P. Warshauer
550,Bobbie Ann Mason
551,Karen Robards
552,Emma Lathen
553,Faye Kellerman
554,Jacquelyn Mitchard
555,Diane Mott Davidson
556,Candace Bushnell
557,Kristin Hannah
558,Michael Marshall
559,Allen Widome
560,Wilbur Smith
561,Mike Thaler
562,Jared Lee
563,Michael Slade
564,John Sandford
565,John Camp
566,Tami Hoag
567,Ted Dekker
568,Angela Hunt
569,C. S. Lewis
570,C. S Lewis
571,Will Eisner
572,Robin Cook
573,E. Lynn Harris
574,Linda Goodman
575,Anne Rice
576,Judith Rossner
577,Marilyn French
578,Wayne W. Dyer
579,Armistead Maupin
580,Julie Morgenstern
581,Peter Straub
582,James Maybrick
583,Shirley Harrison
584,Barbara Taylor Bradford
585,Lisa Jackson
586,Sharyn Mccrumb
587,Cokie Roberts
588,Shana Corey
589,Mark Teague
590,Jesse S. Ostrow
591,Charles Shaw
592,Justine Korman
593,Bill Langley
594,Ron Dias
595,Walt Disney P
596,Patricia Reilly Giff
597,Beverly Cleary
598,K.A. Applegate
599,Jane Yolen
600,Golden Books
601,Marvin Miller
602,Craig Boldman
603,H. G. Wells
604,Raymond James
605,Jim Deal
606,Bobbie Kalman
607,Mercedes Lackey
608,Dorothy Gilman
609,Moveon.Org
610,Christopher Finch
611,Charles Frazier
612,Julia Spencer-Fleming
613,Fannie Flagg
614,Laura Ingall Wilder
615,Brooke Zimmer
616,John Fontana
617,Lisa Gardner
618,Tracy Dockray
619,Gertrude Chandler Warner
620,Lynn S. Hightower
621,Eric Schlosser
622,Suzanne Brockmann
623,Gail Carson Levine
624,Frances Kuffel
625,Susan Conant
626,David Schickler
627,Judith Mcnaught
628,Janet Evanovich
629,Sylvia Plath
630,Ilona Koidahl
631,Fern Michaels
632,Betsy Byars
633,Bruce Sterling
634,Sarah Ban Breathnach
635,Alice Hoffman
636,Lisa Scottoline
637,Spencer Johnson
638,Kenneth Blanchard
639,David Feldman
640,Kas Schwan
641,Richard Bausch
642,Katie Fforde
643,James Burke
644,Bliss Broyard
645,Sara Paretsky
646,Charles Webb
647,Elizabeth Benedict
648,Stanley Morison
649,Brooke Crutchley (Editor)
650,Mike P
651,Henry Miller
652,David Whyte
653,Thomas Cummings
654,Warren Bennis
655,Gretchen M. Spreitze
656,Martha Beck
657,Desmond Tutu
658,Clayborne Carson
659,Kris Shepard
660,Andrew Young
661,Jack Kerouac
662,Ann Charters
663,Martin Buber
664,Walter Kaufmann
665,Niccolã² Machiavelli
666,N. H. Thompson
667,Paul Monette
668,Ernest Hemingway
669,Melody Carlson
670,Alisa Kwitney
671,Billie Letts
672,Melissa Bank
673,Rena Kornreich Gelissen
674,Heather Dune Macadam
675,Moon Unit Zappa
676,Ted Mooney
677,Susan Wiggs
678,Gwyn Hyman Rubio
679,Elisabeth Robinson
680,Audrey Niffenegger
681,Tim Farrington
682,Chaim Potok
683,Scott Spencer
684,V. S. Naipaul
685,Jean Giono
686,Anne-Marie Marina-Mã©Diavilla
687,Alain-Fournier
688,Daniel Leuwers
689,Erich Maria Remarque
690,Alzir Hella
691,Olivier Bournac
692,Roy Lewis
693,Renã© Barjavel
694,Alexandra David-Nã©El
695,Charles Baudelaire
696,Marie-Jeanne Durry
697,Yves Florenn
698,Jacques Chambon
699,Henri Robillot
700,Radiguet
701,Emile Zola
702,Henri Mitterand
703,Willi Glasauer
704,Louis Pergaud
705,Collectif
706,Robert A. (Anson) Heinlein
707,Sten Nadolny
708,Cheryl Benard
709,Edit Schlaffer
710,Christa Wichterich
711,John Blofeld
712,Christine Obbo
713,Peter B Heim
714,Hera Lind
715,Jane Hamilton
716,Jack Higgins
717,Max Allan Collins
718,David Guterson
719,Bernhard Schlink
720,Carol Brown Janeway
721,Eric Jerome Dickey
722,Patricia Gaffney
723,Richard Paul Evans
724,Marc Levy
725,Laney Katz Becker
726,Vladimir Nabokov
727,Jennifer Lauck
728,Joe Keenan
729,Jeanne Ray
730,Tony Parsons
731,Jane Mccafferty
732,Laura Esquivel
733,Cathleen Toelke
734,Carol &Amp
735,Thomas
736,J.R.R. Tolkien
737,Venise Berry
738,Jan Karon
739,Cormac Mccarthy
740,Carol Higgins Clark
741,Andrew Gross
742,Travis Thrasher
743,John Mcenroe
744,John Kaplan
745,Sally Mandel
746,Linda Lay Shuler
747,Janet Dailey
748,Claude Lanzmann
749,Simone De Beauvoir
750,Lemony Snicket
751,Brett Helquist
752,Matthew Thomas
753,Boris Vian
754,Noã«L Arnaud
755,Claude Couffon
756,Luis Sepulveda
757,Hubert Selby
758,Jacob Weisberg
759,David Lodge
760,Lily Seafield
761,Philip Ardagh
762,Iain Banks
763,David Crombie
764,John Steinbeck
765,Michael O'Mara
766,Richard Brassey
767,William Vance
768,Jean Van Hamme
769,R. W. Holder
770,From The Editors Of Southwater
771,Bernard Werber
772,Andy Sloss
773,Allan Zola Kronzek
774,Elizabeth Kronzek
775,Charles L Squire
776,Gordon Jarvie
777,Alan Spence
778,Helene Siegel
779,Karen Gillingham
780,A A Milne
781,A. A. Milne
782,Eric Thompson
783,Elizabeth Strout
784,David Sedaris
785,Leslie Feinberg
786,Chris Anne Wolfe
787,Lauren Sanders
788,Gael Baudino
789,Lauren Maddison
790,Carol Anshaw
791,Jean Stewart
792,Emma Donoghue
793,Deborah E. Mcdowell
794,Karen X. Tulchinsky
795,Jill Thompson
796,Jody Seay
797,Manda Scott
798,Jeff Foxworthy
799,Terry Brooks
800,A.C. Crispin
801,Madelyn Arnold
802,Tamora Pierce
803,Carolyn Chute
804,Sara Orwig
805,Melisa Michaels
806,Isobel Bird
807,Frederik Pohl
808,C. M. Kornbluth
809,Vonda Mcintyre
810,John Varley
811,Nancy Garden
812,Nicola Griffith
813,Julie Campbell
814,Lee Smith
815,Jacqueline Woodson
816,Pat Summitt
817,Richard Belzer
818,Nick Hornby
819,Andrew L Johnson
820,Marian Babson
821,Kathleen O'Neal Gear
822,W. Michael Gear
823,Paul Phifer
824,Peter Hoeg
825,Erma Bombeck
826,John Mortimer
827,E.L. Doctorow
828,Simon Schama
829,Frank Waters
830,Karen Hesse
831,Kenneth Oppel
832,S.D. Schindler
833,Carol Ryrie Brink
834,Richard Mantel
835,K. A. Applegate
836,Pauline Baynes
837,Shelly Roberts
838,Diane Duane
839,Carolee Brockman
840,Rachel Roberts
841,Shelley Roberts
842,Lensey Namioka
843,Jackie Eileen Behrend
844,Andrew Clements
845,Brian Selznick
846,Lois Lowry
847,Brother Yun
848,Paul Hattaway
849,Katherine Khodorowsky
850,Milena Moser
851,Patricia Highsmith
852,Gabriele Conrad
853,Lore StraãL
854,Jã¼Rgen Speh
855,Till R. Lohmeyer
856,Gabriele
857,Stephen R. Donaldson
858,Todd Herzog
859,Sander Gilman
860,John Borneman
861,Robert S. Mcelvaine
862,Bram Stoker
863,Michael A. Stackpole
864,Langston Hughes
865,Carol Matthews
866,Carole Matthews
867,Jacqueline L. Tobin
868,Raymond G. Dobard
869,Maude S. Wah
870,Marion Zimmer Bradley
871,Andrei Codrescu
872,Carolyne Aarsen
873,Jack Chapman
874,Anthony J Alessandra
875,Charles R Swindoll
876,Orson Scott Card
877,V. A. Howard
878,J. H. Barton
879,Steve Pieczenik
880,Walter P. Wilson
881,Bruce Fries
882,Marty Fries
883,Rush Limbaugh
884,Anne Dingus
885,Kate Chopin
886,Kirk Kazanjian
887,Donald Merriam Allen
888,William R. Maples
889,Michael Browning
890,Carl Hausman
891,Richard Peck
892,Michael Connelly
893,John Lescroart
894,John Jakes
895,Alice Mcdermott
896,Hilary Bailey
897,Howard Fast
898,Jessica Fletcher
899,Donald Bain
900,Eileen Goudge
901,Arnette Lamb
902,Piers A. Jacob
903,Michael Schulte
904,Walter Cronkite
905,Tom Mula
906,Lois Faye Dyer
907,Sharon Lamb
908,Sir Arthur Conan Doyle
909,Agatha Christie
910,Mark Cohen
911,Sherry Shahan
912,Betsy Haynes
913,Helen R. Myers
914,Della Rowland
915,Irving Adler
916,Elizabeth Peters
917,Shirlee Busbee
918,Emily Brontã«
919,Frank Peretti
920,John A. Keel
921,Jan Gabriel
922,Rebecca Winters
923,Meg Cabot
924,Tanith Lee
925,Cathy Thacker
926,Richard Burton
927,Beverly Hastings
928,Savinien Cyrano De Bergerac
929,G. Strachan
930,James C. Robertson
931,Teresa Southwick
932,Barbara H. Solomon
933,Judith Guest
934,Sandra Field
935,Helen Brooks
936,Blanche Fisher Wright
937,Blanche Fish Wright
938,George Gately
939,Dean R. Koontz
940,James Lee Burke
941,Michael Chabon
942,Barbara Michaels
943,Norton Juster
944,Jules Feiffer
945,Michael Blake
946,John Bellairs
947,Carole Nelson Douglas
948,William Goldman
949,Marc Reisner
950,Mark Bowden
951,Jonathan Pearce
952,Emily Bronte
953,Alain De Botton
954,Chuck Palahniuk
955,E. Annie Proulx
956,Adam Davies
957,Harry M. Walker
958,Nicholas Evans
959,L.M. Montgomery
960,Hermann Vinke
961,David Mitchell
962,Charles Bukowski
963,Haruki Murakami
964,Jay Rubin
965,Frances Hodgson Burnett
966,Gabriela Dellosso
967,Patricia C. Wrede
968,Jack London
969,Alex Kershaw
970,Bruce Wilkinson
971,David Kopp
972,Malcolm Goodway
973,Ann-Marie Macdonald
974,Linda Howard
975,Sue Miller
976,Sheri S. Tepper
977,Dr. Seuss
978,Theodor Seuss Geisel
979,Tobias Wolff
980,Isaac Bashevis Singer
981,Maurice Sendak
982,Gary Zukav
983,Alfred H. Kelly
984,Herman Belz
985,Winifred A. Harbison
986,John M. Cooper
987,D. S. Hutchinson
988,John M. Coop
989,B Kliban
990,Judy Blunt
991,William Trevor
992,Alice Walker
993,Stephen Gazi
994,Wallace Stegner
995,Don Delillo
996,Ralph Ellison
997,Shel Silverstein
998,Jhumpa Lahiri
999,Liz Trigg
1000,Tessa Evelegh
1001,Stewart Walton
1002,Sally Walto
1003,Charles Sullivan
1004,Tom Robbins
1005,Ursula Hegi
1006,Samuel Richardson
1007,George Sherburn
1008,Valerie Martin
1009,Gill Farrer-Halls
1010,John Mordock
1011,Myron Korach
1012,Susan Bowes
1013,Diana Gabaldon
1014,Zadie Smith
1015,Natalie Goldberg
1016,Sue Grafton
1017,William J. Kennedy
1018,Bob Shacochis
1019,Randy Alcorn
1020,Nancy Cobb
1021,Connie Grigsby
1022,Margriet De Moor
1023,Helga Van Beuningen
1024,Dale Carnegie
1025,Clifford Stoll
1026,Sandra Cisneros
1027,Gary Paulsen
1028,Marguerite Henry
1029,Wesley Dennis
1030,Sherry Garland
1031,Ann Druyan
1032,Kimberly Kirberger
1033,Ariella Papa
1034,Michael J. Rosen
1035,Dawn Chipman
1036,Pamela Nelson
1037,Mari Florence
1038,Naomi Wax
1039,Shannon Olson
1040,Naylor
1041,Karen Stolz
1042,Clare Naylor
1043,Stephen Chbosky
1044,Margaret Weis
1045,Tracy Hickman
1046,Ivan Doig
1047,Margaret Sayers Peden
1048,Sylvia Nasar
1049,Ha Jin
1050,Elizabeth Laird
1051,Harlan Ellison
1052,Margaret Sayers Peden From The Span
1053,David M. Gitlitz
1054,Dr. Linda Kay Davidson
1055,Wolfgang Hohlbein
1056,Christoph Hein
1057,Gaby Hauptmann
1058,Carolyn See
1059,Christa Wolf
1060,Thomas Brussig
1061,Piers Vitebsky
1062,Christopher A. Weidner
1063,Robert Silverberg
1064,Gabriele Haefs
1065,Christopher Tolkien
1066,H.P. Lovecraft
1067,Pamela Grim
1068,Arthur C. Clarke
1069,Jay Bennett
1070,J. Applegate
1071,Michael J. Straczynski
1072,John Myers Myers
1073,Reay Tannahill
1074,Jack Whyte
1075,Peter Matthiessen
1076,Paul Kent
1077,Robin Mckinley
1078,Patricia Mckillip
1079,Joan Vinge
1080,James
1081,Hank Whittemore
1082,Caroline Hebard
1083,Ellyn Satter
1084,Bill Brittain
1085,August Wilson
1086,Marilynne Robinson
1087,Sigrid Nunez
1088,Paul Auster
1089,Amanda Scott
1090,John Fowles
1091,Fodor'S
1092,A'Lelia Bundles
1093,Dorothy L. Sayers
1094,Jude Deveraux
1095,Anne Morrow Lindbergh
1096,Laurie R. King
1097,Jeanne Duprau
1098,Louise Erdrich
1099,Melinda Haynes
1100,Belle Yang
1101,Carol Shields
1102,Tim Powers
1103,Jean Lorrah
1104,John Beer
1105,Cordula Swoboda Herzog
1106,Barbara Erskine
1107,Annegrit Arens
1108,Susanne Hã¶Bel
1109,Hans J. Alpers
1110,Jerome D. Salinger
1111,Hermann Hesse
1112,Claudia Von Zglinicki
1113,Thorsten Futh
1114,Linda Lael Miller
1115,Anna Jennet
1116,Elaine Crawford
1117,Dian
1118,Jane Feather
1119,William R. Forstchen
1120,Spider Robinson
1121,Dennis L. Mckiernan
1122,Rush
1123,Lionel Fenn
1124,Carole Halston
1125,Christine Rimmer
1126,Bj James
1127,Truman Capote
1128,Beth Nimmo
1129,Darrell Scott
1130,Steve Rabey
1131,Johann Wolfgang Von Goethe
1132,Michael Hulse
1133,Michael H
1134,Thomas Elsaesser
1135,Adrian Plass
1136,Bridget Plass
1137,Stephen Quirke
1138,James Herbert
1139,William Sutcliffe
1140,Janosch
1141,Jean De Brunhoff
1142,Jean Debrunhoff
1143,Philippe Fix
1144,Claudia Keller
1145,F. Paul Wilson
1146,Wulf Bergner
1147,Arnold A. Lazarus
1148,Clifford N. Lazarus
1149,Christoph Tr
1150,Clarissa Pinkola Estã©S
1151,Mascha Rabben
1152,Virginia Allen Jensen
1153,Dorcas Woodbury Haller
1154,John Paul Allen
1155,Alan M. Clark
1156,Hubert Jr Selby
1157,G. B. Trudeau
1158,Gary Larson
1159,Garrison Keillor
1160,Berke Breathed
1161,Barbara Ann Kipfer
1162,Stephen Fried
1163,George Stephanopoulos
1164,Rita Mae Brown
1165,Elaine Showalter
1166,Elaine Showalte
1167,Cornelia Funke
1168,Oliver Latsch
1169,Stan Lee
1170,J Kirby
1171,Camille Paglia
1172,James Kahn
1173,Devra Newberger Speregen
1174,Richard
1175,James Mcbride
1176,Louis Sachar
1177,Adam Mccauley
1178,Eric Van Lustbader
1179,Robert Asprin
1180,B.M. Mooyaart
1181,Eleanor Roosevelt
1182,Marshall Govindan
1183,Nomi Eve
1184,Bruce Catton
1185,William Gibson
1186,Clement Eaton
1187,H.G. Wells
1188,Darrell K. Sweet
1189,Judy Collins
1190,Oliver Sacks
1191,Annette Broadrick
1192,Rachel Cohn
1193,Carolyn Keene
1194,Rachel Naomi Remen
1195,Jayne Ann Krentz
1196,Joan Smith
1197,Kaye Gibbons
1198,Bryn C. Collins
1199,Peter Jennings
1200,Todd Brewster
1201,Eliza Osborne
1202,Howard Norman
1203,John Griesemer
1204,Marly A. Swick
1205,John L'Heureux
1206,Molly Ivins
1207,Forrest Carter
1208,Umberto Eco
1209,Greg Bear
1210,Kathy Reichs
1211,Jeffrey Deaver
1212,Martin Cruz Smith
1213,V.C. Andrews
1214,Stephen Hill
1215,E.W. Heine
1216,Donna Fletcher
1217,Jeanne Larsen
1218,Bari Wood
1219,James Gould Cozzens
1220,Reidar Jonsson
1221,Marianne Ruuth
1222,June Vendall Clark
1223,Robert Reilly
1224,Kem Nunn
1225,Larry King
1226,Ernest J. Gaines
1227,Anne Lamott
1228,Bret Lott
1229,Zora Neale Hurston
1230,Jude Fisher
1231,Salman Rushdie
1232,G. P. Taylor
1233,Bill Bryson
1234,Ron Walotsky
1235,Judy Astley
1236,Roger E. Allen
1237,Margaret Tempest
1238,Maureen Bradley
1239,James Barclay
1240,Kahlil Gibran
1241,Libby Purves
1242,Jane Kirkpatrick
1243,Tess Gerritsen
1244,Olive Ann Burns
1245,Michael Ende
1246,Ralph Manheim
1247,Annie Proulx
1248,Corrie Ten Boom
1249,John Sherrill
1250,Elizabeth Sherrill
1251,Bodie Thoene
